category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Biotechnology,30000000,operating,USA,CA,San Diego,San Diego,1,2002-01-01,2015-11-09,2015-11-09
Biotechnology,-,operating,DNK,17,Copenhagen,Copenhagen,2,2011-01-01,2012-12-28,2013-06-16
Biotechnology,151250000,operating,USA,MA,Boston,Boston,6,2008-01-01,2009-08-01,2013-07-29
Enterprise Software,5280000,acquired,USA,CA,SF Bay Area,San Mateo,1,1999-01-01,2005-07-21,2005-07-21
Advertising,30000,operating,BRA,21,Rio de Janeiro,Rio De Janeiro,1,2009-01-01,2009-01-01,2009-01-01
Biotechnology,116605707,ipo,USA,CA,SF Bay Area,South San Francisco,4,2004-01-01,2004-08-01,2013-03-22
Clean Technology,54300000,operating,USA,CA,San Diego,San Diego,3,2004-01-01,2009-10-08,2013-10-09
E-Commerce,13274403,operating,GBR,H9,London,London,3,2010-02-01,2010-05-01,2014-07-01
Software,150000,operating,USA,PA,Philadelphia,Conshohocken,1,2008-01-01,2010-05-10,2010-05-10
Software,13600000,operating,USA,NJ,Newark,Lakewood,2,2000-01-01,2004-07-22,2007-07-24
Enterprise Software,2500000,operating,GBR,K2,London,Abingdon,1,1990-01-01,2008-01-09,2008-01-09
Biotechnology,91100000,ipo,USA,CT,Hartford,New Haven,2,1998-01-01,2002-01-28,2010-08-18
Curated Web,1250000,operating,USA,MA,Boston,Boston,1,2011-10-14,2013-10-09,2013-10-09
E-Commerce,-,operating,USA,CA,Los Angeles,Santa Monica,1,2003-01-01,2006-12-10,2006-12-10
Mobile,100000000,acquired,IND,10,New Delhi,Gurgaon,1,1992-01-01,2010-10-05,2010-10-05
Biotechnology,40000000,operating,USA,CA,SF Bay Area,Hayward,1,1992-01-01,2004-05-04,2004-05-04
E-Commerce,18800000,operating,THA,40,Bangkok,Bangkok,3,2013-01-01,2013-12-19,2015-05-11
Software,592000,operating,GBR,H9,London,London,1,2000-01-01,2006-01-17,2006-01-17
Software,75000000,acquired,USA,MA,Boston,Lowell,3,2002-01-01,2003-05-21,2006-06-19
Enterprise Software,-,operating,USA,MA,Boston,Boston,1,2012-01-01,2013-04-29,2013-04-29
Apps,31960000,operating,USA,CA,Anaheim,Newport Beach,4,2012-02-29,2012-06-01,2015-04-15
Advertising,-,operating,USA,FL,Jacksonville,Jacksonville,1,1927-01-01,2003-01-27,2003-01-27
Clean Technology,976865,operating,GBR,E9,Daresbury,Daresbury,1,2012-01-01,2013-03-09,2013-03-09
Software,7974296,acquired,USA,TX,Austin,Austin,1,1998-01-01,2013-04-12,2013-04-12
Clean Technology,15000000,operating,USA,TX,Houston,Houston,4,2006-01-01,2010-11-03,2014-07-01
Mobile,808211,operating,GBR,H9,London,London,1,2013-06-05,2013-10-28,2013-10-28
Curated Web,40000,acquired,USA,NY,New York City,New York,1,2012-01-01,2013-01-07,2013-01-07
Analytics,-,operating,USA,NY,New York City,New York,1,1995-03-01,2001-09-05,2001-09-05
E-Commerce,26239014.37,operating,GBR,V2,Glasgow,Glasgow,2,1997-01-01,2014-03-02,2015-09-28
Enterprise Software,150000,operating,COL,34,Bogota,Bogotá,1,2008-02-01,2012-01-01,2012-01-01
Biotechnology,26980000,operating,USA,CA,SF Bay Area,San Francisco,6,2008-01-01,2008-05-06,2010-06-11
Software,8400000,operating,USA,MA,Boston,Boston,1,2012-01-01,2015-07-21,2015-07-21
Software,43600000,operating,USA,CA,SF Bay Area,Redwood City,3,1998-01-01,2002-11-15,2015-05-13
Enterprise Software,207500000,operating,USA,MA,Boston,Waltham,6,2009-07-01,2009-09-25,2014-03-23
Software,3759300,operating,FRA,A8,Paris,Paris,1,2003-01-01,2006-07-18,2006-07-18
Biotechnology,7000720,ipo,USA,NY,New York City,New York,2,2000-01-01,2011-11-03,2014-01-21
Biotechnology,600000,operating,USA,NJ,Newark,North Brunswick,2,2009-01-01,2009-03-20,2013-02-21
Advertising,1000000,operating,DEU,2,Munich,Munich,1,2005-01-01,2006-02-06,2006-02-06
Advertising,400000,operating,ISR,5,Tel Aviv,Tel Aviv,1,2007-03-01,1994-07-09,1994-07-09
Mobile,58200000,acquired,USA,WA,Seattle,Bellevue,5,2000-02-01,2000-05-01,2007-07-01
Software,1510005,operating,USA,CA,SF Bay Area,Mountain View,1,2008-01-01,2011-02-25,2011-02-25
Mobile,5000000,operating,USA,NY,New York City,New York,2,2012-01-01,2012-03-01,2013-09-16
Software,25000000,operating,USA,IL,Chicago,Chicago,1,2002-01-01,2010-01-20,2010-01-20
Software,1960315,operating,USA,GA,Atlanta,Roswell,2,2006-01-01,2012-09-26,2015-03-05
Software,2310008,operating,GBR,J9,GBR - Other,Farnsfield,2,2005-01-01,2007-03-06,2013-03-29
Biotechnology,22585000,acquired,DEU,2,DEU - Other,Gemünden,2,2004-01-01,2009-11-20,2011-02-16
Biotechnology,40000,operating,USA,MN,Minneapolis,Bloomington,1,2009-01-01,2013-05-15,2013-05-15
Software,13360000,closed,FRA,A8,FRA - Other,Jouy-en-josas,2,2012-12-01,2005-11-07,2008-09-08
Software,1120000,operating,NOR,16,Trondheim,Trondheim,1,2006-01-01,2008-01-03,2008-01-03
Enterprise Software,22500000,operating,USA,MA,Boston,Waltham,5,2003-01-01,2004-08-01,2010-09-21
Biotechnology,99717506,operating,USA,TN,Memphis,Memphis,11,2004-06-01,2004-12-23,2013-08-28
Advertising,35000000,operating,USA,NY,New York City,Pearl River,1,1984-01-01,2013-08-07,2013-08-07
Advertising,250000,operating,USA,NC,Raleigh,Raleigh,2,2014-02-14,2013-12-31,2014-04-02
Software,10823112,operating,USA,CA,SF Bay Area,San Francisco,3,2010-01-01,2013-02-01,2014-09-02
Enterprise Software,16400000,closed,USA,CA,Los Angeles,Torrance,4,2008-10-01,2009-11-03,2012-08-28
Curated Web,20000,operating,UKR,13,Kiev,Kiev,1,2011-03-01,2012-01-16,2012-01-16
Biotechnology,925000,operating,USA,CA,Santa Barbara,Santa Barbara,3,2007-01-01,2010-04-20,2013-05-16
Software,214208700,acquired,USA,TX,Dallas,Dallas,10,1999-08-01,1999-09-01,2009-12-11
Mobile,490000,operating,LTU,65,Vilnius,Vilnius,3,2006-11-27,2007-03-01,2010-03-01
Software,2000000,operating,USA,PA,Philadelphia,Plymouth Meeting,1,2000-01-01,2001-06-12,2001-06-12
Enterprise Software,5422959,acquired,USA,CA,SF Bay Area,Fremont,1,1985-01-01,2009-12-29,2009-12-29
Advertising,185000,operating,USA,MD,"Washington, D.C.",Bethesda,2,2011-09-01,2012-08-01,2014-09-30
Analytics,2000000,operating,ISL,10,Reyjavik,Reykjavík,1,2013-02-15,2015-12-03,2015-12-03
Mobile,4275852,operating,SWE,16,Linkoping,Linköping,2,2007-01-01,2011-06-17,2012-09-07
Mobile,-,acquired,GBR,H9,London,London,1,1981-01-01,2005-03-02,2005-03-02
Analytics,6061005,operating,GBR,A4,Bath,Bath,1,2009-01-01,2013-11-20,2013-11-20
Software,-,operating,GBR,H9,London,London,1,2000-01-01,2010-06-28,2010-06-28
Advertising,3750000,operating,ISR,5,Tel Aviv,Tel Aviv,3,2006-01-01,2008-10-01,2011-01-01
Software,242500,operating,USA,CA,San Diego,Carlsbad,1,2011-01-01,2011-05-06,2011-05-06
Biotechnology,2670394,operating,USA,WA,Seattle,Seattle,2,2012-01-01,2014-01-12,2014-07-18
Biotechnology,439603,operating,USA,WA,Seattle,Seattle,1,2002-01-01,2009-09-04,2009-09-04
E-Commerce,93000000,operating,USA,AR,Fayetteville,Fayetteville,3,1995-01-01,2010-12-20,2013-04-07
Biotechnology,2200000,operating,USA,CA,SF Bay Area,Livermore,2,1996-01-01,2006-08-17,2013-05-15
Analytics,-,operating,USA,CA,SF Bay Area,Foster City,1,2007-04-01,2011-03-01,2011-03-01
Analytics,10563501,operating,GBR,H9,London,London,3,2009-05-01,2009-07-01,2012-09-19
Biotechnology,10000000,ipo,USA,MA,Boston,Lexington,2,1993-01-01,2011-07-07,2012-02-23
Biotechnology,63176464,operating,USA,CA,San Diego,San Diego,5,2011-01-01,2011-08-08,2014-09-30
Biotechnology,6400000,operating,USA,WA,Seattle,Seattle,2,2009-01-01,2011-01-11,2012-06-04
Advertising,17600000,acquired,USA,CA,SF Bay Area,San Francisco,3,2005-11-01,2005-01-01,2008-01-23
Advertising,50000,closed,USA,TX,Houston,Houston,1,2010-03-01,2010-03-01,2010-03-01
Advertising,4549999,closed,USA,NY,New York City,New York,2,2010-01-01,2010-03-25,2011-06-01
Advertising,175000,operating,USA,TX,Dallas,Dallas,2,2013-11-01,2013-11-15,2014-04-17
Advertising,99234,operating,GBR,H9,London,London,1,2013-12-12,2014-01-01,2014-01-01
Advertising,1185000,operating,USA,MI,Detroit,Ann Arbor,3,2012-01-01,2014-01-29,2015-05-07
Biotechnology,3007428.348,operating,AUS,7,AUS - Other,Bundoora,1,2010-01-01,2010-12-24,2010-12-24
Biotechnology,16377078,ipo,USA,CA,San Diego,San Diego,5,2006-01-01,2012-04-06,2014-08-20
Advertising,48500000,acquired,USA,NY,New York City,New York,5,2006-11-01,2007-02-01,2011-03-28
Advertising,13200000,operating,USA,NY,New York City,New York,4,2010-04-14,2010-08-11,2012-05-09
Advertising,10000000,acquired,USA,CA,Los Angeles,Pasadena,1,2001-01-01,2005-06-12,2005-06-12
Biotechnology,107500000,ipo,GBR,Q5,Oxton,Oxton,2,2008-01-01,2014-03-26,2014-09-25
Advertising,-,operating,USA,CA,SF Bay Area,San Francisco,1,2010-04-01,2012-01-01,2012-01-01
Analytics,176275000,operating,USA,CA,SF Bay Area,Palo Alto,7,2003-04-01,2003-09-01,2015-06-30
Advertising,12400000,ipo,USA,CA,Anaheim,Irvine,3,2012-01-01,2014-09-12,2015-05-05
E-Commerce,7875598,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,2009-01-01,2011-01-24,2012-10-16
Biotechnology,10350000,closed,USA,WA,Seattle,Seattle,2,2009-01-01,2010-03-26,2011-06-10
Software,550000,operating,USA,KY,Louisville,Crestwood,1,2002-01-01,2013-10-29,2013-10-29
Mobile,19670000,operating,IRL,7,Dublin,Dublin,2,2003-01-01,2006-04-20,2007-06-09
Software,10000000,acquired,USA,CA,Anaheim,Newport Beach,1,2007-04-07,2013-01-14,2013-01-14
Enterprise Software,24845955,acquired,USA,NC,Charlotte,Charlotte,6,2007-01-01,2009-11-04,2013-01-04
Advertising,67115160,operating,USA,CA,SF Bay Area,Mountain View,5,2009-01-01,2006-02-20,2015-09-14
Biotechnology,-,operating,USA,VA,"Washington, D.C.",Chantilly,1,2012-05-01,2014-01-16,2014-01-16
Biotechnology,7250000,operating,USA,MO,St. Louis,St Louis,4,2008-01-01,2013-04-17,2014-10-02
Analytics,13000000,operating,USA,CA,SF Bay Area,Sunnyvale,1,2012-01-01,2014-08-07,2014-08-07
Advertising,150000,closed,USA,WI,Milwaukee,Milwaukee,1,2014-07-04,2014-07-04,2014-07-04
Advertising,-,operating,USA,TX,Dallas,Dallas,1,2006-06-01,2011-01-27,2011-01-27
Advertising,9000000,operating,GBR,H9,London,London,3,2012-01-01,2012-12-01,2014-03-11
Advertising,40400000,acquired,USA,CA,SF Bay Area,San Francisco,4,2003-01-01,2004-09-01,2012-05-01
Advertising,100000,closed,USA,NC,Raleigh,Raleigh,1,2012-06-13,2012-09-01,2012-09-01
Biotechnology,120000000,operating,CHE,23,Lausanne,Lausanne,2,2011-01-01,2013-10-16,2015-09-02
Advertising,6500000,operating,USA,NY,New York City,New York,2,2011-10-27,2012-11-01,2013-11-01
Biotechnology,36043700,ipo,USA,GA,Atlanta,Roswell,7,1988-01-01,2009-12-14,2015-04-13
Advertising,3500,closed,USA,MD,"Washington, D.C.",Germantown,1,2009-03-28,2009-03-28,2009-03-28
Advertising,2940000,acquired,CAN,ON,Toronto,Toronto,1,2007-03-01,2008-06-11,2008-06-11
Advertising,119191000,acquired,USA,CA,SF Bay Area,Foster City,7,2004-01-01,2005-02-09,2011-09-21
Advertising,10000000,acquired,CHN,23,Shanghai,Shanghai,3,2007-01-01,2008-06-12,2011-03-01
Advertising,-,operating,USA,NV,Las Vegas,Las Vegas,1,2011-01-01,2014-08-22,2014-08-22
Analytics,3635000,operating,USA,NC,Charlotte,Charlotte,2,2011-01-01,2012-10-13,2015-06-09
Software,1050284,operating,KOR,11,Seoul,Seoul,2,2010-10-18,2011-10-01,2013-06-14
Biotechnology,2842048,ipo,CHE,7,Geneva,Plan-les-ouates,1,2002-01-01,2015-03-09,2015-03-09
Mobile,4160600,closed,ESP,56,Barcelona,Barcelona,2,2012-01-01,2012-09-19,2013-01-01
E-Commerce,1170000,operating,USA,NJ,Newark,Woodcliff Lake,1,2009-08-01,2009-01-01,2009-01-01
Advertising,1000000,operating,USA,CA,Los Angeles,Beverly Hills,1,2009-08-01,2011-01-01,2011-01-01
Curated Web,250000,operating,USA,TX,Dallas,Richardson,2,2013-08-31,2014-03-17,2014-09-20
Advertising,73000000,operating,USA,VA,"Washington, D.C.",Vienna,7,2004-01-01,2006-05-01,2014-09-01
Advertising,500000,operating,LTU,65,Vilnius,Vilnius,1,2011-01-01,2013-06-06,2013-06-06
Enterprise Software,2729000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-05-01,2013-05-15,2013-07-24
E-Commerce,1800000,operating,DNK,17,Copenhagen,Copenhagen,1,2013-06-01,2013-11-28,2013-11-28
Advertising,3100000,acquired,USA,CA,Santa Barbara,Carpinteria,1,2003-01-01,2006-02-01,2006-02-01
Software,250000,operating,USA,MA,Boston,Boston,1,2010-01-01,2010-04-27,2010-04-27
Advertising,2000000,operating,USA,CA,SF Bay Area,Redwood City,1,2012-12-12,2014-08-12,2014-08-12
Advertising,23000000,operating,USA,MA,Boston,Waltham,3,2010-01-01,2012-03-13,2014-12-17
Biotechnology,810000,operating,USA,NY,Elmira,Ithaca,1,2009-01-01,2010-02-16,2010-02-16
Software,13463445,operating,FRA,A8,Paris,Palaiseau,3,2007-01-01,2011-02-10,2015-06-08
Enterprise Software,1015000,acquired,USA,CA,SF Bay Area,San Mateo,2,2011-06-01,2012-10-01,2012-11-01
Advertising,1800000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-10-01,2013-12-25,2014-06-24
Software,6000000,operating,USA,IL,Chicago,Rolling Meadows,1,2002-01-01,2010-10-25,2010-10-25
Advertising,2000000,closed,USA,CA,SF Bay Area,Campbell,1,2010-08-16,2011-06-10,2011-06-10
Advertising,5500000,operating,USA,CA,SF Bay Area,San Francisco,2,2005-01-01,2006-06-21,2008-04-10
Advertising,20118,operating,GBR,A5,GBR - Other,Markyate,1,2010-01-01,2012-02-26,2012-02-26
Advertising,-,operating,CZE,52,Prague,Prague,1,2010-05-05,2011-04-20,2011-04-20
Advertising,944823,operating,CAN,NL,St. John's,St. John's,3,2008-01-01,2008-01-01,2012-02-06
Advertising,-,operating,GBR,A7,Birmingham,Birmingham,1,2007-09-15,2009-07-13,2009-07-13
Advertising,720000,operating,USA,CA,Los Angeles,Glendale,1,2010-01-23,2010-03-04,2010-03-04
Advertising,5500000,operating,DNK,17,Copenhagen,Copenhagen,2,2002-01-01,2010-01-06,2014-05-11
Advertising,328000,operating,USA,MO,St. Louis,Columbia,4,2011-07-01,2012-09-19,2014-04-09
Advertising,5300000,operating,USA,CA,SF Bay Area,Palo Alto,2,2008-01-01,2008-03-27,2009-02-03
Advertising,470000,acquired,USA,CA,SF Bay Area,San Francisco,2,2010-05-01,2010-05-01,2011-03-07
Advertising,81874,operating,CAN,BC,Vancouver,Vancouver,1,2008-03-10,2009-01-01,2009-01-01
Analytics,1400000,operating,USA,NY,New York City,New York,1,2015-06-01,2015-11-18,2015-11-18
Biotechnology,3500000,operating,USA,NC,Raleigh,Raleigh,2,1996-01-01,2003-12-04,2013-11-27
Software,2246171,operating,USA,NC,Charlotte,Charlotte,1,1999-01-01,2009-07-07,2009-07-07
Advertising,1500000,operating,USA,AZ,Phoenix,Scottsdale,1,2012-01-01,2013-07-18,2013-07-18
Biotechnology,4035000,operating,USA,PA,Philadelphia,Reading,3,2001-01-01,2010-02-25,2012-07-25
Biotechnology,6731042,operating,USA,VA,"Washington, D.C.",Charlottesville,2,2007-01-01,2011-03-16,2013-10-02
Biotechnology,23000000,acquired,USA,CA,SF Bay Area,Redwood City,1,1997-01-01,2005-08-25,2005-08-25
Advertising,2900000,closed,NOR,13,NOR - Other,Fredrikstad,3,2005-11-01,2005-11-01,2007-12-01
Biotechnology,2649402,operating,USA,AZ,Tucson,Tucson,2,2011-01-01,2012-01-23,2013-03-12
Advertising,1500000,operating,ISR,5,Tel Aviv,Tel Aviv-yafo,1,2013-01-01,2013-11-01,2013-11-01
Advertising,27000000,acquired,USA,CA,SF Bay Area,San Bruno,2,2006-08-08,2006-08-01,2007-04-18
Advertising,100000,acquired,USA,CA,SF Bay Area,San Francisco,2,2009-02-01,2011-07-01,2011-09-06
Advertising,-,operating,USA,CA,Ontario - Inland Empire,Yorba Linda,1,2011-11-01,2014-07-08,2014-07-08
Biotechnology,45282384,operating,USA,NH,"Manchester, New Hampshire",Lebanon,9,2007-05-01,2007-07-16,2012-04-03
Advertising,34623,operating,DEU,16,Berlin,Berlin,2,2014-02-01,2014-05-01,2014-07-02
Mobile,1600000,operating,JPN,40,Tokyo,Tokyo,1,2010-03-15,2013-07-04,2013-07-04
Advertising,9372811.676,operating,GBR,I2,Manchester,Manchester,2,2008-06-01,2012-05-03,2014-05-07
Advertising,1000000,operating,USA,TX,Dallas,Dallas,1,2011-11-30,2015-02-01,2015-02-01
Advertising,3301958,operating,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2012-08-22,2012-08-22
Analytics,253000,operating,FRA,97,Bidart,Bidart,1,2005-01-01,2006-07-24,2006-07-24
Advertising,2540206,operating,GBR,H9,London,London,3,2012-01-01,2013-02-25,2014-07-29
Enterprise Software,550000,operating,USA,MO,St. Louis,St Louis,2,2008-01-01,2010-01-01,2011-09-01
Advertising,8500000,acquired,GBR,H9,London,London,2,2007-01-01,2007-07-03,2008-03-01
Analytics,28917736.26,operating,USA,CA,SF Bay Area,San Francisco,4,2012-04-03,2012-04-01,2015-10-21
Advertising,248000000,operating,USA,MO,Kansas City,Kansas City,2,2004-01-01,2006-03-01,2011-01-12
Software,1540000,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-08-01,2010-11-01,2011-12-09
Advertising,307954,operating,ESP,60,Valencia,Valencia,2,2009-08-01,2010-01-01,2011-01-01
Advertising,-,operating,BEL,11,Brussels,Brussels,1,2007-09-01,2007-01-01,2007-01-01
Biotechnology,8300000,operating,USA,MD,"Washington, D.C.",Rockville,2,2003-01-01,2006-01-17,2013-02-20
Advertising,1368157,operating,ESP,56,Barcelona,Barcelona,1,2010-09-09,2011-02-04,2011-02-04
Advertising,8802628,operating,USA,CT,Hartford,West Hartford,4,2010-11-17,2011-06-08,2015-09-16
Advertising,474063,operating,USA,CA,SF Bay Area,Redwood City,1,2007-01-01,2014-06-26,2014-06-26
Advertising,600000,closed,DNK,17,Copenhagen,Copenhagen,1,2011-10-01,2012-04-01,2012-04-01
Advertising,30000000,acquired,USA,NY,New York City,New York,3,2007-10-01,2008-11-10,2010-08-01
Advertising,5000000,acquired,SWE,28,Gothenburg,Göteborg,1,2002-01-01,2008-01-01,2008-01-01
Advertising,-,operating,CAN,QC,Levis,Lévis,2,2009-01-01,2009-01-01,2010-01-01
Advertising,515000,operating,CHL,12,Santiago,Santiago,3,2012-12-12,2012-12-20,2014-09-01
Advertising,26000,closed,RUS,48,Moscow,Moscow,1,2012-04-01,2013-04-01,2013-04-01
Advertising,600000,operating,TUR,34,Istanbul,Istanbul,1,2012-08-24,2011-05-01,2011-05-01
Software,700000,operating,USA,PA,Philadelphia,Philadelphia,1,2012-01-01,2015-01-08,2015-01-08
E-Commerce,469008,operating,ESP,56,Barcelona,Barcelona,1,2010-08-01,2010-08-01,2010-08-01
Advertising,46800000,acquired,USA,CA,SF Bay Area,Mountain View,4,2006-12-01,2006-09-01,2009-01-29
Advertising,4500000,operating,USA,FL,Miami,Miami,1,2012-01-01,2015-01-02,2015-01-02
Advertising,5000000,acquired,USA,CA,SF Bay Area,San Mateo,1,2011-07-01,2012-09-30,2012-09-30
Advertising,-,closed,USA,CA,SF Bay Area,Palo Alto,1,2008-01-19,2008-08-01,2008-08-01
Biotechnology,55500000,acquired,USA,MA,Boston,Waltham,3,2002-01-01,2003-01-01,2007-08-07
Biotechnology,37079200,operating,FRA,B9,Lyon,Lyon,2,2005-01-01,2008-01-21,2010-01-27
Advertising,29575000,acquired,USA,TX,Austin,Austin,5,2005-01-01,2007-02-07,2012-12-28
Advertising,1300000,operating,USA,NY,New York City,New York,1,2012-09-14,2013-05-17,2013-05-17
Advertising,2300000,operating,USA,NH,"Manchester, New Hampshire",Manchester,1,2014-09-01,2015-07-08,2015-07-08
Advertising,1230000,acquired,USA,NY,New York City,New York,2,2007-02-26,2007-07-31,2008-04-01
Advertising,1000000,operating,TUR,34,Istanbul,Istanbul,1,2013-01-01,2015-07-21,2015-07-21
Advertising,3274546,operating,GBR,H9,London,London,2,2010-04-01,2012-04-01,2013-06-01
Software,30000,operating,USA,IN,Indianapolis,Carmel,1,2012-01-01,2015-07-27,2015-07-27
Advertising,-,acquired,FRA,A8,Paris,Paris,1,2010-01-01,2013-02-01,2013-02-01
Software,-,operating,USA,VA,"Washington, D.C.",Reston,1,2009-01-01,2013-12-11,2013-12-11
Advertising,17807000,acquired,USA,WA,Seattle,Seattle,4,2006-01-01,2007-07-01,2012-06-19
Mobile,340000,operating,USA,CA,CA - Other,Lucerne Valley,4,2012-02-22,2012-05-23,2013-10-15
Advertising,10000000,operating,USA,CA,SF Bay Area,San Francisco,3,2010-11-01,2012-10-16,2015-11-19
Advertising,89000000,operating,USA,CA,SF Bay Area,San Francisco,4,2007-03-01,2006-03-01,2014-04-18
Advertising,20000000,acquired,USA,WA,Seattle,Bellevue,1,2007-01-01,2011-09-01,2011-09-01
Advertising,6150000,operating,DEU,2,Munich,Munich,2,2007-04-01,2008-01-17,2010-06-01
Advertising,6950000,operating,CHE,7,Geneva,Geneva,2,2004-01-01,2007-03-01,2008-06-10
Advertising,100000,operating,RUS,48,Moscow,Moscow,2,2009-05-01,2009-05-01,2010-09-01
Advertising,31634312,ipo,AUS,7,Melbourne,South Melbourne,7,2007-01-01,2007-02-14,2014-07-03
Advertising,10500000,operating,USA,CA,SF Bay Area,San Francisco,3,2013-01-01,2014-04-03,2015-09-24
Advertising,34075000,operating,USA,NY,New York City,New York,3,1998-01-01,2001-08-03,2010-05-11
Analytics,-,operating,AUT,9,Vienna,Vienna,1,2014-09-08,2014-09-15,2014-09-15
Advertising,-,acquired,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2011-04-01,2012-05-01
Advertising,10250000,operating,USA,CA,SF Bay Area,San Francisco,5,2012-05-01,2013-03-01,2015-06-01
Software,350000,operating,IND,16,Mumbai,Mumbai,1,2014-01-01,2015-06-11,2015-06-11
Advertising,550000,operating,USA,NH,"Manchester, New Hampshire",Derry,1,2011-01-01,2013-12-01,2013-12-01
Advertising,3118000,operating,USA,NY,New York City,New York,4,2010-07-15,2010-08-05,2014-03-10
Advertising,2973600,operating,USA,CA,SF Bay Area,San Mateo,1,2008-01-01,2009-11-14,2009-11-14
Advertising,314000,operating,GBR,H9,London,London,1,2008-01-01,2009-07-08,2009-07-08
Advertising,4000000,operating,USA,NY,New York City,New York,1,2010-01-01,2013-09-11,2013-09-11
Mobile,7200000,operating,USA,CA,San Diego,San Diego,2,2010-08-01,2013-05-07,2014-07-03
Analytics,500000,operating,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2011-10-01,2011-10-01
Advertising,49167,operating,GBR,H9,London,London,1,2009-01-01,2011-08-01,2011-08-01
Advertising,-,closed,BRA,2,Sao Paulo,São Paulo,1,2013-07-01,2013-07-01,2013-07-01
Advertising,1750000,operating,USA,NY,New York City,New York,2,2013-01-01,2013-11-21,2015-01-29
Advertising,1300000,acquired,USA,NY,New York City,New York,1,2008-07-01,2009-02-01,2009-02-01
Advertising,100000,acquired,USA,CA,SF Bay Area,San Jose,1,2007-03-16,2007-07-05,2007-07-05
Advertising,-,operating,IND,7,New Delhi,New Delhi,1,2014-02-01,2015-09-14,2015-09-14
Biotechnology,143380947,ipo,USA,CA,SF Bay Area,Berkeley,8,2000-01-01,2009-11-17,2015-01-05
Advertising,100000,closed,USA,NY,New York City,New York,1,2013-04-16,2004-04-01,2004-04-01
Biotechnology,52750600,ipo,FRA,B9,FRA - Other,Saint-genis-pouilly,1,2002-01-01,2014-02-17,2014-02-17
